logging_scheme,logging_seed,method,pehe,mae,ate,true_ate,ate_error,helpful_auroc,helpful_average_precision,harmful_auroc,sign_accuracy
adaptive_value,401,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
adaptive_value,401,s_learner,0.5666752497353559,0.44368567769326656,0.36904022216688825,0.4100197758734344,0.04097955370654616,0.6814791567312818,0.5492271840078188,0.8117181463149761,0.5581395348837209
adaptive_value,401,t_learner,0.5093512724423022,0.41886310122204834,0.43070610680899185,0.4100197758734344,0.02068633093555744,0.7299842904031195,0.6219154111024245,0.9090804669715765,0.5339366515837104
adaptive_value,401,ipw_learner,0.7375938745923049,0.5676510296049838,0.37161302895100395,0.4100197758734344,0.03840674692243046,0.6311646141330266,0.5110901399073104,0.8423866507946453,0.4238544474393531
adaptive_value,401,dr_learner,0.5705048064812827,0.437481118868312,0.40087264855794397,0.4100197758734344,0.009147127315490444,0.7097590610710579,0.6136812899095294,0.8527347910531922,0.46652421652421655
adaptive_value,401,reversibility_proxy,0.5490506752932024,0.4227201666341617,0.5712549064453291,0.4100197758734344,0.16123513057189465,0.7090884225881561,0.5971794664416628,0.8854812772800368,0.4605087014725569
adaptive_value,503,paired_label_oracle,0.48751502971763566,0.3701745196734908,0.39269558088356676,0.4100197758734344,0.017324194989867647,0.7906100092574411,0.7453194576460487,0.8758745274941002,0.4935158501440922
adaptive_value,503,failure_risk,0.61401532758599,0.4491887404483632,0.18911234848370104,0.4100197758734344,0.22090742738973337,0.7060324150699918,0.6168101952451978,0.8936156882400852,0.586687306501548
adaptive_value,503,ensemble_uncertainty,0.6910911913853315,0.491390839394484,0.015100857434201038,0.4100197758734344,0.3949189184392334,0.703255182764328,0.6428695952710742,0.7711922811853894,0.7692307692307693
adaptive_value,503,s_learner,0.5636908859229537,0.4507758115088578,0.28778851499084823,0.4100197758734344,0.12223126088258618,0.6981390439588184,0.596982745964575,0.7641647348745901,0.558693733451015
adaptive_value,503,t_learner,0.519946896240224,0.4257092266174705,0.2957740705914614,0.4100197758734344,0.11424570528197303,0.7497896036132072,0.6797164830694215,0.8619551824238247,0.5308740978348035
adaptive_value,503,ipw_learner,0.9234102795928214,0.7365536712350701,0.18569987727453147,0.4100197758734344,0.22431989859890294,0.5908079571913485,0.48847208434264894,0.5100975293945659,0.3369788106630212
adaptive_value,503,dr_learner,0.6210363772174852,0.4670420597695998,0.2921437306566583,0.4100197758734344,0.11787604521677614,0.7092497264846972,0.6350106673433807,0.7308909216214523,0.4085794655414909
adaptive_value,503,reversibility_proxy,0.5180444189241956,0.40122085621110215,0.49315793296578847,0.4100197758734344,0.08313815709235406,0.7601042864757203,0.6835569569165993,0.8695988137752438,0.4535266974291364
