episode_id,policy_seed,task,disturbance,step,assistance_observed,outcome_observed,logging_propensity
59,27,bread,gripper_slip,90,False,0.0,0.5
158,127,cereal,gripper_slip,70,True,1.0,0.5
80,127,can,nominal,110,True,1.0,0.5
134,127,bread,action_delay,70,False,0.0,0.5
92,127,can,action_delay,70,True,1.0,0.5
201,227,bread,nominal,30,False,0.0,0.5
5,27,can,object_shift,90,False,0.0,0.5
104,127,milk,object_shift,70,False,0.0,0.5
91,127,can,action_noise,90,False,1.0,0.5
102,127,milk,nominal,30,True,1.0,0.5
54,27,bread,action_delay,70,True,1.0,0.5
183,227,milk,nominal,30,True,1.0,0.5
32,27,milk,action_delay,70,False,0.0,0.5
210,227,bread,action_noise,90,False,1.0,0.5
118,127,milk,gripper_slip,130,True,0.0,0.5
155,127,cereal,action_delay,110,False,0.0,0.5
48,27,bread,action_noise,70,False,1.0,0.5
148,127,cereal,action_noise,10,False,1.0,0.5
68,27,cereal,action_noise,70,False,1.0,0.5
96,127,can,gripper_slip,30,False,0.0,0.5
170,227,can,action_noise,110,True,1.0,0.5
126,127,bread,object_shift,10,False,1.0,0.5
233,227,cereal,action_delay,130,False,0.0,0.5
223,227,cereal,nominal,30,False,1.0,0.5
228,227,cereal,action_noise,70,False,1.0,0.5
85,127,can,object_shift,70,False,1.0,0.5
206,227,bread,object_shift,130,False,0.0,0.5
151,127,cereal,action_noise,50,True,0.0,0.5
209,227,bread,action_noise,70,True,0.0,0.5
17,27,can,gripper_slip,30,True,1.0,0.5
13,27,can,action_delay,90,True,1.0,0.5
8,27,can,action_noise,30,True,1.0,0.5
62,27,cereal,nominal,50,False,1.0,0.5
180,227,milk,nominal,30,True,1.0,0.5
153,127,cereal,action_delay,50,True,1.0,0.5
162,227,can,nominal,70,False,1.0,0.5
50,27,bread,action_noise,30,False,1.0,0.5
138,127,bread,gripper_slip,110,False,0.0,0.5
127,127,bread,object_shift,90,False,0.0,0.5
211,227,bread,action_noise,10,True,1.0,0.5
23,27,milk,nominal,90,False,1.0,0.5
42,27,bread,nominal,90,False,1.0,0.5
166,227,can,object_shift,10,False,1.0,0.5
144,127,cereal,object_shift,10,True,1.0,0.5
18,27,can,gripper_slip,90,True,1.0,0.5
7,27,can,object_shift,130,True,1.0,0.5
77,27,cereal,gripper_slip,70,True,1.0,0.5
130,127,bread,action_noise,30,False,1.0,0.5
200,227,bread,nominal,50,True,1.0,0.5
135,127,bread,action_delay,90,True,1.0,0.5
182,227,milk,nominal,30,False,1.0,0.5
217,227,bread,gripper_slip,10,True,1.0,0.5
90,127,can,action_noise,70,False,0.0,0.5
115,127,milk,action_delay,110,False,0.0,0.5
123,127,bread,nominal,30,True,1.0,0.5
37,27,milk,gripper_slip,110,False,0.0,0.5
52,27,bread,action_delay,70,True,0.0,0.5
25,27,milk,object_shift,30,False,1.0,0.5
34,27,milk,action_delay,110,False,0.0,0.5
215,227,bread,action_delay,70,True,1.0,0.5
193,227,milk,action_delay,10,False,0.0,0.50104827
140,127,cereal,nominal,10,False,1.0,0.50208527
108,127,milk,action_noise,70,False,1.0,0.47897997
238,227,cereal,gripper_slip,90,True,1.0,0.48393646
51,27,bread,action_noise,50,False,1.0,0.5024344
31,27,milk,action_noise,70,False,1.0,0.48712698
109,127,milk,action_noise,10,False,1.0,0.501003
161,227,can,nominal,30,True,1.0,0.5589999
188,227,milk,action_noise,10,True,1.0,0.5199778
27,27,milk,object_shift,10,False,1.0,0.4922159
196,227,milk,gripper_slip,90,False,0.0,0.49263537
199,227,milk,gripper_slip,50,True,1.0,0.54378617
231,227,cereal,action_noise,50,True,1.0,0.49756753
14,27,can,action_delay,110,True,1.0,0.5676689
221,227,cereal,nominal,30,True,1.0,0.451332
160,227,can,nominal,30,False,1.0,0.5584783
177,227,can,gripper_slip,70,False,1.0,0.5595142
100,127,milk,nominal,70,False,1.0,0.48314235
93,127,can,action_delay,10,False,0.0,0.5233574
212,227,bread,action_delay,130,False,0.0,0.52760607
86,127,can,object_shift,110,False,0.0,0.529676
142,127,cereal,nominal,70,True,1.0,0.48548558
1,27,can,nominal,90,False,1.0,0.48573446
226,227,cereal,object_shift,70,True,1.0,0.49063304
63,27,cereal,nominal,70,False,1.0,0.48137638
225,227,cereal,object_shift,110,True,1.0,0.49116597
74,27,cereal,action_delay,130,True,0.0,0.50876105
19,27,can,gripper_slip,10,True,1.0,0.5260946
15,27,can,action_delay,110,True,1.0,0.53459686
197,227,milk,gripper_slip,90,True,0.0,0.5052032
69,27,cereal,action_noise,110,True,1.0,0.4995614
164,227,can,object_shift,110,True,1.0,0.5216286
204,227,bread,object_shift,110,False,1.0,0.5094663
132,127,bread,action_delay,10,True,1.0,0.5045236
45,27,bread,object_shift,90,True,1.0,0.64720637
213,227,bread,action_delay,50,False,0.0,0.52493566
192,227,milk,action_delay,90,True,1.0,0.48195666
56,27,bread,gripper_slip,50,True,1.0,0.50555843
67,27,cereal,object_shift,130,False,1.0,0.5039256
99,127,can,gripper_slip,90,True,1.0,0.50934714
167,227,can,object_shift,130,False,1.0,0.522268
133,127,bread,action_delay,30,False,0.0,0.54924244
117,127,milk,gripper_slip,30,False,0.0,0.4977267
73,27,cereal,action_delay,90,False,0.0,0.5129818
66,27,cereal,object_shift,90,True,0.0,0.47167978
84,127,can,object_shift,130,True,1.0,0.49999166
216,227,bread,gripper_slip,110,True,1.0,0.518319
186,227,milk,object_shift,90,False,1.0,0.48105586
28,27,milk,action_noise,30,True,1.0,0.54426265
16,27,can,gripper_slip,110,False,0.0,0.5282834
98,127,can,gripper_slip,130,False,0.0,0.5403724
70,27,cereal,action_noise,50,True,1.0,0.49194
143,127,cereal,nominal,90,True,1.0,0.49082392
173,227,can,action_delay,110,True,0.0,0.51941043
38,27,milk,gripper_slip,130,True,0.0,0.53383756
131,127,bread,action_noise,10,True,1.0,0.5290769
44,27,bread,object_shift,30,False,1.0,0.53867805
229,227,cereal,action_noise,90,True,1.0,0.47451434
198,227,milk,gripper_slip,70,True,1.0,0.51478267
235,227,cereal,action_delay,50,True,1.0,0.45231217
147,127,cereal,object_shift,30,False,0.0,0.56940645
112,127,milk,action_delay,90,True,0.0,0.66786397
88,127,can,action_noise,70,True,0.0,0.5431109
110,127,milk,action_noise,30,True,1.0,0.60004145
121,127,bread,nominal,30,True,1.0,0.63421
3,27,can,nominal,90,True,1.0,0.5096042
97,127,can,gripper_slip,50,True,1.0,0.66655403
169,227,can,action_noise,110,False,1.0,0.55566776
87,127,can,object_shift,110,True,1.0,0.50845885
149,127,cereal,action_noise,70,True,1.0,0.5220103
239,227,cereal,gripper_slip,10,True,1.0,0.5537951
43,27,bread,nominal,10,False,1.0,0.5532108
195,227,milk,action_delay,30,True,1.0,0.57983434
219,227,bread,gripper_slip,10,True,1.0,0.5587725
184,227,milk,object_shift,130,False,0.0,0.5638632
205,227,bread,object_shift,10,True,1.0,0.53104687
82,127,can,nominal,30,True,1.0,0.63120496
179,227,can,gripper_slip,130,True,1.0,0.60212374
4,27,can,object_shift,10,True,1.0,0.60700685
224,227,cereal,object_shift,70,True,1.0,0.51460093
71,27,cereal,action_noise,10,False,1.0,0.5306991
125,127,bread,object_shift,90,True,1.0,0.61019474
94,127,can,action_delay,90,True,1.0,0.60833067
185,227,milk,object_shift,10,True,1.0,0.5641249
175,227,can,action_delay,130,False,1.0,0.5219595
141,127,cereal,nominal,10,False,1.0,0.5373941
232,227,cereal,action_delay,110,True,0.0,0.63728464
129,127,bread,action_noise,50,False,1.0,0.5777356
33,27,milk,action_delay,70,True,1.0,0.55445564
6,27,can,object_shift,90,True,1.0,0.51572126
39,27,milk,gripper_slip,30,True,1.0,0.66167915
49,27,bread,action_noise,10,True,1.0,0.61538094
55,27,bread,action_delay,70,True,1.0,0.67946714
237,227,cereal,gripper_slip,30,False,0.0,0.59481835
101,127,milk,nominal,50,True,0.0,0.58681905
64,27,cereal,object_shift,10,True,1.0,0.5386061
41,27,bread,nominal,70,True,0.0,0.5218284
40,27,bread,nominal,50,False,1.0,0.6393646
47,27,bread,object_shift,90,False,0.0,0.56191105
189,227,milk,action_noise,70,True,1.0,0.5489476
234,227,cereal,action_delay,90,True,0.0,0.60317343
146,127,cereal,object_shift,10,True,1.0,0.5333443
29,27,milk,action_noise,70,True,1.0,0.5475905
174,227,can,action_delay,90,False,0.0,0.57697856
181,227,milk,nominal,50,True,1.0,0.55312955
236,227,cereal,gripper_slip,30,False,0.0,0.62325466
128,127,bread,action_noise,50,False,1.0,0.5834744
222,227,cereal,nominal,30,True,1.0,0.61788636
81,127,can,nominal,110,False,1.0,0.5103932
105,127,milk,object_shift,110,True,1.0,0.64173687
122,127,bread,nominal,110,True,1.0,0.51248735
218,227,bread,gripper_slip,70,True,1.0,0.66009194
116,127,milk,gripper_slip,50,False,0.0,0.69587594
22,27,milk,nominal,70,False,1.0,0.5298966
21,27,milk,nominal,50,True,1.0,0.60147053
171,227,can,action_noise,90,True,1.0,0.51382816
103,127,milk,nominal,10,True,1.0,0.56028455
75,27,cereal,action_delay,30,False,0.0,0.58646613
136,127,bread,gripper_slip,50,True,1.0,0.61644626
152,127,cereal,action_delay,50,True,0.0,0.6022941
139,127,bread,gripper_slip,30,False,0.0,0.63926184
107,127,milk,object_shift,130,True,1.0,0.61689043
60,27,cereal,nominal,30,True,1.0,0.7906175
202,227,bread,nominal,50,True,1.0,0.7614731
11,27,can,action_noise,10,False,1.0,0.58259416
46,27,bread,object_shift,70,False,0.0,0.6181278
72,27,cereal,action_delay,10,True,1.0,0.6901777
119,127,milk,gripper_slip,50,True,0.0,0.85606843
