episode_id,policy_seed,task,disturbance,step,assistance_observed,outcome_observed,logging_propensity
0,27,can,nominal,30,True,1.0,0.42602518
1,27,can,nominal,50,False,1.0,0.5251886
2,27,can,nominal,70,False,1.0,0.42347002
3,27,can,nominal,30,False,1.0,0.42344585
4,27,can,object_shift,30,True,1.0,0.42913625
5,27,can,object_shift,90,True,1.0,0.5011944
6,27,can,object_shift,90,False,1.0,0.42666802
7,27,can,object_shift,70,True,1.0,0.42387608
8,27,can,action_noise,50,True,1.0,0.42355326
9,27,can,action_noise,90,False,1.0,0.4261424
10,27,can,action_noise,90,False,1.0,0.42357734
11,27,can,action_noise,10,False,1.0,0.42343527
12,27,can,action_delay,50,True,1.0,0.42624483
13,27,can,action_delay,110,False,1.0,0.42350024
14,27,can,action_delay,130,True,1.0,0.9
15,27,can,action_delay,50,False,0.0,0.43981358
16,27,can,gripper_slip,50,True,1.0,0.9
17,27,can,gripper_slip,130,True,1.0,0.9
18,27,can,gripper_slip,130,True,1.0,0.43610305
19,27,can,gripper_slip,90,False,0.0,0.55309033
20,27,milk,nominal,50,False,1.0,0.42513636
21,27,milk,nominal,30,False,1.0,0.4244542
22,27,milk,nominal,10,True,1.0,0.42698643
23,27,milk,nominal,70,True,1.0,0.42395797
24,27,milk,object_shift,130,False,0.0,0.44121316
25,27,milk,object_shift,70,False,1.0,0.42360812
26,27,milk,object_shift,10,False,0.0,0.4244622
27,27,milk,object_shift,10,False,1.0,0.424314
28,27,milk,action_noise,10,False,1.0,0.5163837
29,27,milk,action_noise,30,False,1.0,0.42719936
30,27,milk,action_noise,10,True,1.0,0.42445183
31,27,milk,action_noise,50,True,1.0,0.42385262
32,27,milk,action_delay,90,False,0.0,0.4495007
33,27,milk,action_delay,50,False,0.0,0.5122246
34,27,milk,action_delay,10,True,1.0,0.42519584
35,27,milk,action_delay,130,False,0.0,0.6026539
36,27,milk,gripper_slip,50,True,1.0,0.46716386
37,27,milk,gripper_slip,90,True,1.0,0.66342777
38,27,milk,gripper_slip,110,True,0.0,0.4437942
39,27,milk,gripper_slip,70,False,0.0,0.4318714
40,27,bread,nominal,130,False,1.0,0.59720904
41,27,bread,nominal,30,False,1.0,0.42352536
42,27,bread,nominal,90,False,1.0,0.42589018
43,27,bread,nominal,50,False,1.0,0.42847228
44,27,bread,object_shift,90,True,1.0,0.42391533
45,27,bread,object_shift,30,True,1.0,0.4517719
46,27,bread,object_shift,10,False,0.0,0.4239416
47,27,bread,object_shift,110,False,0.0,0.4579196
48,27,bread,action_noise,10,False,1.0,0.42389518
49,27,bread,action_noise,10,False,0.0,0.4241974
50,27,bread,action_noise,90,False,1.0,0.43759313
51,27,bread,action_noise,70,False,1.0,0.42376098
52,27,bread,action_delay,110,False,0.0,0.44947696
53,27,bread,action_delay,30,True,1.0,0.9
54,27,bread,action_delay,130,True,1.0,0.56445587
55,27,bread,action_delay,70,False,0.0,0.62514204
56,27,bread,gripper_slip,90,False,1.0,0.42494664
57,27,bread,gripper_slip,50,True,1.0,0.5460553
58,27,bread,gripper_slip,70,False,0.0,0.42852077
59,27,bread,gripper_slip,110,True,1.0,0.9
60,27,cereal,nominal,50,False,1.0,0.42454872
61,27,cereal,nominal,70,False,1.0,0.43764248
62,27,cereal,nominal,70,False,1.0,0.42352137
63,27,cereal,nominal,90,False,1.0,0.42458853
64,27,cereal,object_shift,90,True,1.0,0.42384622
65,27,cereal,object_shift,90,False,1.0,0.4235086
66,27,cereal,object_shift,110,True,0.0,0.62523204
67,27,cereal,object_shift,90,False,1.0,0.42337894
68,27,cereal,action_noise,90,False,1.0,0.42494035
69,27,cereal,action_noise,70,False,1.0,0.42347276
70,27,cereal,action_noise,70,False,0.0,0.5181396
71,27,cereal,action_noise,10,False,1.0,0.42716202
72,27,cereal,action_delay,10,True,1.0,0.43974054
73,27,cereal,action_delay,10,False,0.0,0.42538574
74,27,cereal,action_delay,50,False,0.0,0.65465826
75,27,cereal,action_delay,70,True,1.0,0.8866128
