episode_id,policy_seed,task,disturbance,step,assistance_observed,outcome_observed,logging_propensity
174,227,can,action_delay,70,True,1.0,0.5
52,27,bread,action_delay,90,False,0.0,0.5
118,127,milk,gripper_slip,90,True,1.0,0.5
48,27,bread,action_noise,70,True,1.0,0.5
210,227,bread,action_noise,90,False,1.0,0.5
82,127,can,nominal,70,True,1.0,0.5
35,27,milk,action_delay,70,False,0.0,0.5
93,127,can,action_delay,10,True,1.0,0.5
134,127,bread,action_delay,30,True,1.0,0.5
161,227,can,nominal,70,True,1.0,0.5
234,227,cereal,action_delay,90,True,0.0,0.5
186,227,milk,object_shift,10,False,1.0,0.5
191,227,milk,action_noise,10,True,1.0,0.5
104,127,milk,object_shift,110,False,0.0,0.5
223,227,cereal,nominal,70,False,1.0,0.5
149,127,cereal,action_noise,10,True,1.0,0.5
204,227,bread,object_shift,110,True,1.0,0.5
205,227,bread,object_shift,10,True,1.0,0.5
175,227,can,action_delay,10,False,1.0,0.5
18,27,can,gripper_slip,30,False,0.0,0.5
135,127,bread,action_delay,30,False,0.0,0.5
117,127,milk,gripper_slip,70,False,0.0,0.5
63,27,cereal,nominal,90,True,1.0,0.5
37,27,milk,gripper_slip,10,True,1.0,0.5
197,227,milk,gripper_slip,90,True,0.0,0.5
206,227,bread,object_shift,10,True,1.0,0.5
176,227,can,gripper_slip,90,False,0.0,0.5
59,27,bread,gripper_slip,130,False,0.0,0.5
116,127,milk,gripper_slip,90,False,0.0,0.5
217,227,bread,gripper_slip,130,True,1.0,0.5
195,227,milk,action_delay,130,True,0.0,0.5
119,127,milk,gripper_slip,130,True,1.0,0.5
147,127,cereal,object_shift,10,False,0.0,0.5
162,227,can,nominal,110,False,1.0,0.5
85,127,can,object_shift,130,True,1.0,0.5
8,27,can,action_noise,70,False,1.0,0.5
142,127,cereal,nominal,50,True,1.0,0.5
158,127,cereal,gripper_slip,30,False,0.0,0.5
129,127,bread,action_noise,30,False,1.0,0.5
224,227,cereal,object_shift,130,False,0.0,0.5
136,127,bread,gripper_slip,130,False,0.0,0.5
97,127,can,gripper_slip,110,True,1.0,0.5
2,27,can,nominal,30,True,1.0,0.5
96,127,can,gripper_slip,30,False,0.0,0.5
40,27,bread,nominal,110,True,1.0,0.5
58,27,bread,gripper_slip,10,True,1.0,0.5
192,227,milk,action_delay,10,True,1.0,0.5
238,227,cereal,gripper_slip,90,True,1.0,0.5
151,127,cereal,action_noise,70,True,1.0,0.5
38,27,milk,gripper_slip,10,False,0.0,0.5
113,127,milk,action_delay,90,True,0.0,0.5
202,227,bread,nominal,130,False,1.0,0.5
225,227,cereal,object_shift,10,False,1.0,0.5
95,127,can,action_delay,70,True,0.0,0.5
70,27,cereal,action_noise,50,True,1.0,0.5
84,127,can,object_shift,30,False,1.0,0.5
3,27,can,nominal,50,False,1.0,0.5
138,127,bread,gripper_slip,50,True,1.0,0.5
54,27,bread,action_delay,10,False,1.0,0.5
184,227,milk,object_shift,70,True,1.0,0.5
190,227,milk,action_noise,50,True,1.0,0.5093162
200,227,bread,nominal,50,True,1.0,0.5172821
78,27,cereal,gripper_slip,90,False,0.0,0.5882713
43,27,bread,nominal,90,False,1.0,0.5025898
83,127,can,nominal,90,True,1.0,0.500608
17,27,can,gripper_slip,70,True,1.0,0.5495812
154,127,cereal,action_delay,90,False,1.0,0.52643824
221,227,cereal,nominal,90,True,1.0,0.55189717
19,27,can,gripper_slip,30,False,0.0,0.5957524
229,227,cereal,action_noise,10,False,1.0,0.5207487
199,227,milk,gripper_slip,10,False,1.0,0.613111
92,127,can,action_delay,50,True,1.0,0.570627
7,27,can,object_shift,110,True,1.0,0.519001
171,227,can,action_noise,50,True,1.0,0.4915702
53,27,bread,action_delay,30,False,0.0,0.526723
80,127,can,nominal,50,True,1.0,0.53578764
152,127,cereal,action_delay,70,False,0.0,0.5784308
236,227,cereal,gripper_slip,90,True,1.0,0.6000555
106,127,milk,object_shift,50,True,1.0,0.54806346
4,27,can,object_shift,110,True,1.0,0.53801936
213,227,bread,action_delay,90,False,0.0,0.57439125
182,227,milk,nominal,50,True,1.0,0.5256453
81,127,can,nominal,110,False,1.0,0.5212589
194,227,milk,action_delay,10,True,1.0,0.50776327
148,127,cereal,action_noise,70,False,1.0,0.5364697
140,127,cereal,nominal,30,True,1.0,0.5919698
216,227,bread,gripper_slip,30,False,0.0,0.5957259
160,227,can,nominal,90,True,1.0,0.5359292
26,27,milk,object_shift,50,False,0.0,0.5488327
28,27,milk,action_noise,30,False,1.0,0.51159734
109,127,milk,action_noise,70,True,0.0,0.54679793
42,27,bread,nominal,10,True,1.0,0.5081581
102,127,milk,nominal,30,False,1.0,0.59457505
218,227,bread,gripper_slip,50,False,0.0,0.53173566
90,127,can,action_noise,70,False,0.0,0.55182135
235,227,cereal,action_delay,50,False,0.0,0.5640384
16,27,can,gripper_slip,30,True,1.0,0.62379414
31,27,milk,action_noise,50,True,1.0,0.5267666
187,227,milk,object_shift,70,False,1.0,0.5407185
87,127,can,object_shift,110,False,1.0,0.5172281
79,27,cereal,gripper_slip,50,False,0.0,0.52183753
0,27,can,nominal,50,True,1.0,0.51065224
75,27,cereal,action_delay,90,True,1.0,0.57390803
231,227,cereal,action_noise,30,True,1.0,0.57183015
65,27,cereal,object_shift,30,True,1.0,0.55874854
167,227,can,object_shift,90,False,1.0,0.5150544
178,227,can,gripper_slip,90,True,1.0,0.5402364
157,127,cereal,gripper_slip,70,True,1.0,0.61791974
91,127,can,action_noise,10,False,1.0,0.5364702
100,127,milk,nominal,50,False,1.0,0.50716007
76,27,cereal,gripper_slip,110,False,0.0,0.50819075
139,127,bread,gripper_slip,30,True,1.0,0.5742565
180,227,milk,nominal,30,True,1.0,0.59390706
177,227,can,gripper_slip,10,True,1.0,0.51100653
62,27,cereal,nominal,50,True,1.0,0.5066554
